Student_ID,Age,Gender,Region,Urban_Rural,School_Type,Subject_Stream,Matriculation_Score,Parent_Education_Level,Number_of_Siblings,Family_Monthly_Income_MMK,Internet_Access_At_Home,English_Proficiency_Level,Family_Member_University_Graduate,Test_Prep_Course,Extracurricular_Score,Distance_to_University_km,Scholarship_Applied,Scholarship_Received,Preferred_University_Type,Chosen_Field_of_Study,Enrollment_Status
STU008419,17,Male,Mon,Rural,Government High School,Arts,389.0,High School,3,799000.0,Yes,Intermediate,Yes,No,5.6,3.1,No,No,Private University,Law,Enrolled
STU000370,19,Female,Shan,Rural,Government High School,Arts,403.0,High School,5,2173000.0,No,Beginner,No,No,,14.5,Yes,No,Government University,Arts & Humanities,Enrolled
STU009885,17,Female,Yangon,Urban,Government High School,Science,280.0,High School,3,705000.0,No,Intermediate,No,No,6.0,2.92,No,No,Technological University,Engineering,Enrolled
STU008006,18,Male,Ayeyarwady,Urban,Government High School,Arts,271.0,Primary School,1,483000.0,No,Beginner,Yes,No,5.9,0.8400000000000001,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004215,18,Female,Kayin,Rural,Government High School,Arts,302.0,Middle School,2,651000.0,No,Intermediate,No,No,5.7,47.8,No,No,Private University,Business & Economics,Enrolled
STU000378,18,Male,Yangon,Rural,Government High School,Arts,357.0,Middle School,2,1312000.0,No,Intermediate,Yes,Yes,3.3,69.5,No,No,Government University,Education,Enrolled
STU009447,18,Female,Bago,Urban,Monastic Education School,Science,359.0,University Graduate,0,304000.0,Yes,Intermediate,No,No,3.0,29.560000000000002,No,No,Computer University,Computer Science,Enrolled
STU002217,17,Female,Yangon,Urban,Government High School,Arts,415.0,Middle School,1,348000.0,No,Intermediate,No,No,7.0,29.12,No,No,Government University,Education,Enrolled
STU008683,18,Female,Shan,Rural,Private High School,Arts,339.0,University Graduate,0,676000.0,No,Beginner,Yes,No,6.1,116.8,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU001614,18,Male,Bago,Urban,Monastic Education School,Science,205.0,Middle School,3,391000.0,Yes,Intermediate,No,No,3.0,7.800000000000001,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006980,18,Male,Magway,Urban,Government High School,Science,281.0,Middle School,2,357000.0,No,Intermediate,No,Yes,5.4,3.2,No,No,Government University,Agriculture,Enrolled
STU007550,17,Male,Mon,Urban,Private High School,Science,333.0,High School,3,760000.0,Yes,Intermediate,No,Yes,3.1,19.040000000000003,No,No,Government University,Agriculture,Enrolled
STU001828,18,Female,Yangon,Urban,Government High School,Arts,239.0,Primary School,1,858000.0,Yes,Beginner,Yes,No,4.0,15.840000000000002,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003633,18,Female,Magway,Rural,Government High School,Arts,288.0,Primary School,2,729000.0,No,Intermediate,Yes,No,6.7,11.6,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU000963,17,Male,Sagaing,Rural,Government High School,Arts,335.0,High School,2,283000.0,Yes,Intermediate,Yes,Yes,3.3,12.9,Yes,No,Computer University,Computer Science,Enrolled
STU002994,18,Male,Ayeyarwady,Urban,Government High School,Science,316.0,Middle School,3,1721000.0,Yes,Advanced,No,Yes,8.0,8.68,No,No,Computer University,Computer Science,Enrolled
STU006607,19,Female,Yangon,Rural,Government High School,Science,335.0,University Graduate,2,271000.0,No,Intermediate,Yes,No,2.6,27.4,No,No,Computer University,Computer Science,Enrolled
STU009673,19,Male,Yangon,Urban,Government High School,Science,269.0,High School,1,410000.0,No,Advanced,Yes,No,7.3,1.4800000000000002,No,No,Private University,Agriculture,Enrolled
STU002377,19,Female,Naypyidaw,Rural,Government High School,Science,254.0,Middle School,0,233000.0,No,Advanced,No,Yes,5.8,37.6,No,No,Private University,Agriculture,Enrolled
STU008881,18,Male,Ayeyarwady,Rural,Private High School,Science,416.0,Primary School,2,536000.0,No,Intermediate,No,No,4.6,1.1,No,No,Government University,Engineering,Enrolled
STU000360,18,Female,Sagaing,Urban,Government High School,Science,257.0,High School,3,427000.0,No,Beginner,No,Yes,1.2,0.6400000000000001,No,No,Computer University,Computer Science,Enrolled
STU003840,17,Female,Yangon,Urban,Government High School,Science,336.0,High School,1,960000.0,Yes,Beginner,Yes,No,2.8,14.12,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU008185,18,Female,Yangon,Urban,International School,Science,386.0,Middle School,2,3114000.0,Yes,Advanced,Yes,No,6.7,2.32,Yes,No,Government University,Natural Science,Enrolled
STU001247,18,Female,Yangon,Rural,Private High School,Science,386.0,University Graduate,3,675000.0,Yes,Beginner,No,No,5.6,21.8,No,No,Private University,Natural Science,Enrolled
STU007505,18,Female,Shan,Urban,Government High School,Science,371.0,Primary School,0,509000.0,Yes,Advanced,No,Yes,4.4,10.76,Yes,No,Technological University,Engineering,Enrolled
STU008350,17,Female,Mandalay,Urban,Monastic Education School,Science,237.0,Primary School,1,1128000.0,No,Advanced,No,Yes,2.4,1.4400000000000002,No,No,University of Distance Education,Natural Science,Enrolled
STU006512,17,Male,Tanintharyi,Urban,Government High School,Science,254.0,Primary School,3,533000.0,Yes,Intermediate,No,No,1.5,6.08,No,No,Government University,Agriculture,Enrolled
STU005088,18,Female,Yangon,Urban,Government High School,Arts,275.0,Primary School,4,748000.0,Yes,Beginner,No,Yes,0.3,32.32,Yes,No,University of Distance Education,Business & Economics,Enrolled
STU003695,18,Male,Mandalay,Rural,Government High School,Science,163.0,Middle School,1,,Yes,Beginner,Yes,Yes,3.8,7.7,No,No,Private University,Natural Science,Enrolled
STU001574,19,Female,Bago,Urban,Government High School,Arts,198.0,Primary School,2,856000.0,No,Advanced,Yes,Yes,10.0,0.5,No,No,University of Distance Education,Education,Enrolled
STU006282,17,Female,Yangon,Rural,Monastic Education School,Arts,287.0,University Graduate,3,224000.0,No,Intermediate,No,Yes,4.0,17.8,No,No,University of Distance Education,Education,Enrolled
STU005440,17,Female,Mon,Urban,Government High School,Arts,167.0,Primary School,1,651000.0,No,Beginner,Yes,Yes,7.9,0.5599999999999999,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU002568,17,Male,Mandalay,Urban,Government High School,Arts,254.0,Middle School,3,649000.0,Yes,Advanced,No,No,6.0,17.040000000000003,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003424,18,Male,Ayeyarwady,Rural,Private High School,Science,263.0,Primary School,1,562000.0,Yes,Advanced,No,No,1.0,11.6,No,No,University of Distance Education,Natural Science,Enrolled
STU002038,17,Female,Mandalay,Rural,Government High School,Arts,305.0,Middle School,3,310000.0,Yes,Beginner,No,No,6.8,20.7,No,No,University of Distance Education,Education,Enrolled
STU009244,17,Female,Shan,Rural,Government High School,Arts,328.0,Middle School,2,279000.0,Yes,Advanced,Yes,Yes,6.7,64.2,No,No,Government University,Education,Enrolled
STU000773,18,Male,Tanintharyi,Urban,Government High School,Science,269.0,High School,3,505000.0,Yes,Beginner,Yes,No,0.3,12.36,No,No,Technological University,Engineering,Enrolled
STU005381,25,Male,Mandalay,Urban,Government High School,Science,319.0,High School,3,1059000.0,Yes,Beginner,Yes,No,3.7,9.16,Yes,No,Private University,Nursing & Health Science,Enrolled
STU009569,17,Male,Rakhine,Rural,Government High School,Arts,396.0,Postgraduate,2,210000.0,No,Beginner,No,No,4.1,46.6,No,No,Private University,Arts & Humanities,Enrolled
STU003563,19,Male,Shan,Urban,Government High School,Science,317.0,High School,3,271000.0,Yes,Advanced,No,Yes,3.7,0.96,Yes,No,University of Distance Education,Natural Science,Enrolled
STU000563,19,Female,Bago,Rural,Private High School,Arts,350.0,Middle School,0,746000.0,Yes,Advanced,No,Yes,4.6,28.3,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006684,19,Female,Kachin,Urban,Government High School,Arts,223.0,Primary School,4,781000.0,Yes,Intermediate,No,Yes,8.1,51.24,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU002547,20,Male,Magway,Rural,Government High School,Science,302.0,High School,3,354000.0,Yes,Beginner,Yes,Yes,5.1,4.4,No,No,Technological University,Engineering,Enrolled
STU005511,17,Male,Mon,Urban,Government High School,Science,248.0,Middle School,2,207000.0,Yes,Intermediate,No,No,5.1,28.080000000000002,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU005331,18,Male,Kayin,Rural,Government High School,Science,209.0,University Graduate,5,393000.0,Yes,Intermediate,No,No,6.3,6.0,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009668,20,Female,Sagaing,Rural,Government High School,Arts,341.0,Primary School,1,613000.0,Yes,Beginner,Yes,No,4.1,21.8,No,No,University of Distance Education,Education,Enrolled
STU004532,17,Female,Yangon,Rural,Government High School,Arts,220.0,No Formal Education,3,327000.0,No,Intermediate,Yes,No,3.4,16.2,No,No,Government University,Law,Enrolled
STU001675,18,Male,Kayah,Rural,Government High School,Arts,372.0,Middle School,5,,No,Advanced,No,No,6.2,4.8,No,No,Government University,Business & Economics,Enrolled
STU007396,19,Female,Yangon,Rural,Government High School,Science,248.0,Primary School,2,1077000.0,Yes,Intermediate,No,No,5.4,0.5,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU000366,18,Female,Kayah,Rural,Government High School,Science,312.0,Middle School,1,166000.0,No,Advanced,No,No,2.3,1.1,Yes,No,Government University,Nursing & Health Science,Enrolled
STU008017,18,Female,Yangon,Rural,Government High School,Science,204.0,Middle School,2,431000.0,No,Beginner,No,No,7.8,19.1,Yes,No,University of Distance Education,Natural Science,Enrolled
STU009377,20,Male,Magway,Urban,Government High School,Arts,360.0,University Graduate,1,344000.0,No,Beginner,No,No,5.2,20.92,No,No,Government University,Business & Economics,Enrolled
STU004328,18,Male,Yangon,Urban,Government High School,Science,218.0,No Formal Education,3,206000.0,No,Beginner,No,No,7.6,1.2800000000000002,No,No,Private University,Natural Science,Enrolled
STU009984,18,Female,Shan,Rural,Monastic Education School,Arts,289.0,University Graduate,0,808000.0,Yes,Intermediate,Yes,No,2.8,25.5,No,No,Private University,Arts & Humanities,Enrolled
STU000148,18,Male,Tanintharyi,Rural,Private High School,Science,382.0,High School,3,465000.0,No,Beginner,No,No,5.7,31.6,No,No,Private University,Agriculture,Enrolled
STU001669,17,Male,Yangon,Urban,Government High School,Arts,366.0,Middle School,3,637000.0,No,Beginner,No,No,5.7,5.88,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003089,18,Female,Yangon,Urban,Government High School,Arts,318.0,Middle School,3,641000.0,No,Intermediate,No,No,0.9,1.0,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008845,18,Female,Ayeyarwady,Urban,Monastic Education School,Arts,367.0,University Graduate,2,1274000.0,No,Intermediate,No,No,0.0,2.64,No,No,Private University,Arts & Humanities,Enrolled
STU007651,19,Female,Yangon,Rural,Government High School,Science,320.0,Middle School,1,373000.0,Yes,Beginner,No,No,3.6,35.8,No,No,Government University,Engineering,Enrolled
STU000408,19,Male,Kachin,Urban,Government High School,Science,381.0,University Graduate,2,468000.0,No,Advanced,No,No,5.5,6.720000000000001,Yes,Yes,Private University,Natural Science,Enrolled
STU009585,19,Female,Ayeyarwady,Urban,Government High School,Arts,307.0,Postgraduate,2,476000.0,Yes,Intermediate,No,No,3.7,2.92,No,No,Computer University,Computer Science,Enrolled
STU007789,18,Female,Mon,Urban,Government High School,Science,373.0,High School,4,,Yes,Beginner,Yes,No,1.2,6.5200000000000005,Yes,Yes,Computer University,Computer Science,Enrolled
STU003457,19,Male,Shan,Rural,Government High School,Science,250.0,University Graduate,0,1104000.0,Yes,Beginner,Yes,Yes,7.1,11.9,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006187,18,Female,Yangon,Urban,Government High School,Arts,283.0,Middle School,2,170000.0,Yes,,No,Yes,4.0,5.08,No,No,Government University,Business & Economics,Enrolled
STU004183,18,Female,Sagaing,Rural,Monastic Education School,Science,275.0,Middle School,2,176000.0,No,Advanced,Yes,No,3.6,27.3,Yes,No,University of Distance Education,Agriculture,Enrolled
STU003577,19,Female,Yangon,Rural,Private High School,Science,286.0,High School,3,901000.0,Yes,Intermediate,No,No,5.4,24.9,No,No,University of Distance Education,Agriculture,Enrolled
STU003272,18,Female,Kachin,Rural,Government High School,Arts,279.0,University Graduate,2,257000.0,Yes,Beginner,No,No,3.6,11.7,No,No,Private University,Arts & Humanities,Enrolled
STU004941,19,Male,Magway,Urban,Private High School,Arts,357.0,University Graduate,3,262000.0,Yes,Beginner,No,No,7.5,0.52,No,No,Private University,Arts & Humanities,Enrolled
STU001032,18,Female,Shan,Rural,Private High School,Science,326.0,High School,5,491000.0,No,Advanced,Yes,No,5.4,4.6,No,No,Government University,Natural Science,Enrolled
STU008873,17,Female,Kachin,Urban,Government High School,Science,500.0,University Graduate,0,486000.0,Yes,Intermediate,No,Yes,4.9,4.920000000000001,No,No,Technological University,Engineering,Enrolled
STU006231,19,Female,Ayeyarwady,Urban,Government High School,Science,308.0,Middle School,1,378000.0,Yes,Beginner,No,No,5.8,6.36,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU006593,18,Female,Mandalay,Urban,Monastic Education School,Science,380.0,University Graduate,3,830000.0,Yes,Intermediate,Yes,Yes,4.1,13.4,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008907,18,Female,Mandalay,Rural,Government High School,Arts,341.0,High School,4,328000.0,No,Intermediate,No,No,3.4,24.9,No,No,Government University,Law,Enrolled
STU009812,18,Male,Mon,Urban,Government High School,Arts,330.0,Middle School,3,730000.0,Yes,Intermediate,Yes,No,3.9,10.32,Yes,No,University of Distance Education,Arts & Humanities,Enrolled
STU006725,18,Male,Yangon,Rural,Private High School,Science,457.0,Middle School,1,1240000.0,Yes,Intermediate,No,No,3.4,10.7,No,No,Medical University,Medicine,Enrolled
STU008030,18,Male,Kachin,Rural,Monastic Education School,Science,251.0,Middle School,3,309000.0,Yes,Intermediate,Yes,Yes,6.9,6.0,No,No,Government University,Natural Science,Enrolled
STU008053,19,Male,Bago,Urban,International School,Science,366.0,High School,3,1739000.0,Yes,Advanced,No,No,7.3,0.76,No,No,Government University,Natural Science,Enrolled
STU000856,18,Female,Yangon,Rural,Government High School,Arts,352.0,Middle School,2,380000.0,Yes,Intermediate,No,No,7.0,19.4,Yes,No,Government University,Arts & Humanities,Enrolled
STU003927,18,Female,Mandalay,Urban,Government High School,Arts,269.0,High School,0,627000.0,No,Intermediate,Yes,No,4.9,10.240000000000002,No,No,Private University,Arts & Humanities,Enrolled
STU008548,18,Male,Ayeyarwady,Rural,Government High School,Arts,336.0,Middle School,3,376000.0,Yes,Intermediate,No,No,3.8,58.9,No,No,University of Distance Education,Business & Economics,Enrolled
STU000079,18,Male,Kachin,Urban,Government High School,Arts,357.0,High School,2,689000.0,Yes,Beginner,Yes,No,6.9,10.040000000000001,Yes,No,University of Distance Education,Law,Enrolled
STU007089,17,Male,Shan,Rural,Private High School,Science,265.0,Middle School,3,450000.0,Yes,Intermediate,Yes,Yes,8.2,17.4,No,No,University of Distance Education,Natural Science,Enrolled
STU002248,18,Female,Yangon,Rural,Private High School,Science,418.0,Middle School,2,1283000.0,Yes,Intermediate,Yes,No,7.5,91.4,No,No,Private University,Nursing & Health Science,Enrolled
STU008264,19,Male,Sagaing,Rural,Government High School,Science,274.0,High School,2,229000.0,No,Beginner,Yes,Yes,7.3,26.4,Yes,No,University of Distance Education,Natural Science,Enrolled
STU004027,18,Female,Yangon,Rural,Government High School,Arts,441.0,University Graduate,1,249000.0,Yes,Beginner,Yes,No,6.7,4.1,No,No,Government University,Education,Enrolled
STU009950,18,Male,Sagaing,Rural,Government High School,Science,237.0,High School,2,236000.0,Yes,Intermediate,No,No,5.0,22.1,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009572,18,Male,Sagaing,Rural,Monastic Education School,Arts,284.0,High School,2,257000.0,No,Intermediate,Yes,No,5.9,14.3,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009296,18,Male,Shan,Rural,Private High School,Science,366.0,Primary School,1,822000.0,Yes,Beginner,No,No,0.8,28.4,Yes,No,Private University,Agriculture,Enrolled
STU000715,18,Male,Shan,Rural,Monastic Education School,Science,196.0,High School,1,454000.0,Yes,Advanced,No,No,5.8,10.6,Yes,No,Government University,Natural Science,Enrolled
STU007452,17,Female,Mandalay,Rural,Government High School,Science,381.0,Middle School,2,422000.0,Yes,Beginner,No,No,6.5,12.8,No,No,Government University,Engineering,Enrolled
STU000789,18,Female,Yangon,Rural,Government High School,Science,374.0,High School,0,435000.0,Yes,Intermediate,Yes,Yes,4.9,33.1,No,No,Technological University,Engineering,Enrolled
STU002280,18,Male,Kachin,Urban,Monastic Education School,Science,195.0,High School,0,,Yes,Intermediate,No,Yes,5.9,0.9199999999999999,No,No,Government University,Nursing & Health Science,Enrolled
STU004096,17,Male,Ayeyarwady,Urban,Government High School,Science,370.0,High School,1,1442000.0,Yes,Beginner,No,Yes,7.8,8.0,Yes,Yes,Technological University,Engineering,Enrolled
STU003898,18,Female,Mandalay,Rural,Government High School,Science,338.0,Primary School,2,945000.0,No,Intermediate,Yes,No,5.9,69.1,No,No,Government University,Agriculture,Enrolled
STU007945,18,Male,Mandalay,Urban,Government High School,Arts,344.0,Primary School,2,1552000.0,No,Advanced,No,No,7.9,26.92,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007178,20,Female,Mandalay,Urban,Government High School,Arts,293.0,High School,4,471000.0,Yes,Intermediate,No,No,4.3,1.2800000000000002,Yes,No,Government University,Business & Economics,Enrolled
STU009077,19,Male,Yangon,Urban,Government High School,Science,319.0,Middle School,2,542000.0,No,Intermediate,Yes,Yes,6.4,14.240000000000002,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009453,19,Male,Rakhine,Rural,Monastic Education School,Science,246.0,Primary School,4,260000.0,No,Beginner,No,Yes,4.7,3.8,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU003632,20,Female,Mandalay,Rural,Government High School,Science,194.0,High School,3,388000.0,Yes,Intermediate,Yes,No,,12.9,No,No,Private University,Natural Science,Enrolled
STU008625,17,Male,Yangon,Rural,International School,Science,344.0,Middle School,1,802000.0,No,Intermediate,No,Yes,3.7,15.3,Yes,No,Government University,Natural Science,Enrolled
STU007298,17,Male,Yangon,Urban,Government High School,Science,325.0,High School,3,1438000.0,Yes,Beginner,No,Yes,2.7,43.480000000000004,No,No,Private University,Natural Science,Enrolled
STU006273,18,Male,Yangon,Urban,Government High School,Science,444.0,Middle School,0,418000.0,No,Advanced,No,No,5.9,9.28,No,No,Medical University,Medicine,Enrolled
STU000425,18,Male,Mandalay,Rural,Private High School,Science,452.0,High School,2,774000.0,No,Intermediate,No,No,3.5,13.9,No,No,Medical University,Nursing & Health Science,Enrolled
STU000393,18,Female,Rakhine,Urban,Government High School,Science,316.0,High School,3,610000.0,Yes,Intermediate,No,Yes,7.9,7.120000000000001,No,No,Government University,Nursing & Health Science,Enrolled
STU003192,17,Female,Tanintharyi,Urban,Government High School,Science,328.0,High School,1,283000.0,Yes,Intermediate,Yes,No,3.3,21.28,Yes,No,Government University,Agriculture,Enrolled
STU000017,18,Male,Magway,Rural,International School,Science,362.0,High School,1,2264000.0,No,Advanced,Yes,No,5.4,3.8,No,No,Computer University,Computer Science,Enrolled
STU006336,18,Female,Yangon,Rural,Private High School,Science,383.0,Middle School,1,928000.0,Yes,Advanced,No,No,8.3,25.2,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004201,17,Female,Yangon,Rural,Government High School,Arts,388.0,High School,2,298000.0,No,Intermediate,No,Yes,,9.2,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU002673,18,Female,Mandalay,Rural,Government High School,Science,331.0,High School,2,535000.0,Yes,Intermediate,No,No,5.4,2.6,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU002445,18,Male,Sagaing,Urban,Government High School,Science,230.0,No Formal Education,2,840000.0,Yes,Intermediate,No,No,5.3,2.72,No,No,Government University,Natural Science,Enrolled
STU006698,17,Female,Magway,Rural,Government High School,Arts,319.0,High School,3,487000.0,Yes,Advanced,No,Yes,1.7,31.7,No,No,Government University,Business & Economics,Enrolled
STU006165,19,Male,Yangon,Rural,Government High School,Arts,364.0,High School,4,565000.0,Yes,Intermediate,No,No,2.2,5.6,Yes,No,University of Distance Education,Business & Economics,Enrolled
STU002602,18,Female,Chin,Urban,Private High School,Science,205.0,University Graduate,4,796000.0,Yes,Beginner,No,No,7.3,5.640000000000001,Yes,No,Government University,Nursing & Health Science,Enrolled
STU003494,18,Male,Sagaing,Urban,Government High School,Science,276.0,High School,2,902000.0,Yes,Beginner,No,Yes,4.5,32.760000000000005,No,No,University of Distance Education,Agriculture,Enrolled
STU006045,18,Male,Tanintharyi,Urban,Government High School,Science,321.0,High School,2,281000.0,Yes,Intermediate,No,No,4.9,5.2,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU001460,18,Male,Kachin,Rural,Government High School,Science,396.0,Middle School,1,282000.0,Yes,Intermediate,No,Yes,5.3,9.7,No,No,Technological University,Engineering,Enrolled
STU003805,17,Male,Tanintharyi,Urban,Government High School,Science,297.0,University Graduate,2,286000.0,Yes,Intermediate,Yes,No,3.5,27.0,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009846,18,Male,Ayeyarwady,Rural,Government High School,Science,215.0,No Formal Education,1,545000.0,Yes,Beginner,No,No,5.9,37.6,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU007395,19,Female,Bago,Urban,Government High School,Arts,318.0,University Graduate,1,381000.0,Yes,Advanced,No,No,4.2,2.4800000000000004,No,No,Private University,Arts & Humanities,Enrolled
STU004840,17,Male,Yangon,Rural,Government High School,Arts,254.0,Middle School,2,476000.0,No,Advanced,Yes,Yes,2.4,55.0,No,No,Government University,Education,Enrolled
STU008112,17,Male,Ayeyarwady,Urban,Government High School,Arts,339.0,University Graduate,1,454000.0,Yes,Intermediate,No,No,1.9,37.44,Yes,Yes,Government University,Arts & Humanities,Enrolled
STU003836,18,Female,Kayah,Rural,Government High School,Science,299.0,Primary School,2,214000.0,Yes,Intermediate,No,Yes,5.8,1.6,Yes,No,University of Distance Education,Engineering,Enrolled
STU009314,18,Female,Bago,Rural,International School,Arts,347.0,High School,2,942000.0,No,Advanced,No,Yes,3.6,3.7,Yes,No,Private University,Law,Enrolled
STU005684,18,Male,Kayin,Urban,Monastic Education School,Science,279.0,High School,1,450000.0,No,Intermediate,No,No,6.9,2.2,No,No,University of Distance Education,Nursing & Health Science,Enrolled
STU008749,18,Male,Yangon,Rural,Government High School,Arts,285.0,Middle School,2,808000.0,No,Beginner,No,No,5.0,23.0,No,No,University of Distance Education,Business & Economics,Enrolled
STU005828,17,Female,Shan,Rural,Government High School,Science,460.0,Primary School,1,380000.0,Yes,Intermediate,No,Yes,3.2,2.1,No,No,Technological University,Engineering,Enrolled
STU009749,19,Female,Ayeyarwady,Urban,Government High School,Science,380.0,Primary School,1,234000.0,Yes,Intermediate,No,No,6.4,12.72,No,No,Technological University,Engineering,Enrolled
STU004725,17,Female,Mandalay,Urban,Government High School,Science,270.0,Middle School,5,723000.0,Yes,Beginner,No,No,3.7,35.2,Yes,No,University of Distance Education,Natural Science,Enrolled
STU008760,17,Male,Mandalay,Rural,Government High School,Science,,Middle School,1,391000.0,No,Advanced,Yes,Yes,1.4,6.9,No,No,University of Distance Education,Natural Science,Enrolled
STU005888,17,Female,Ayeyarwady,Rural,Monastic Education School,Science,308.0,High School,2,704000.0,No,Intermediate,Yes,No,2.2,5.5,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU002356,18,Female,Mandalay,Rural,Monastic Education School,Arts,260.0,University Graduate,4,153000.0,Yes,Intermediate,No,No,3.8,18.1,No,No,University of Distance Education,Business & Economics,Enrolled
STU006037,19,Female,Kachin,Rural,Government High School,Science,339.0,High School,0,207000.0,No,Intermediate,No,Yes,6.7,8.7,No,No,University of Distance Education,Agriculture,Enrolled
STU004799,19,Female,Chin,Urban,Government High School,Arts,252.0,University Graduate,2,459000.0,Yes,Intermediate,No,No,4.8,9.76,Yes,No,University of Distance Education,Education,Enrolled
STU002443,17,Male,Yangon,Rural,Monastic Education School,Science,217.0,,1,142000.0,No,Intermediate,No,No,8.1,32.3,Yes,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU008646,18,Male,Mandalay,Urban,Private High School,Arts,444.0,Middle School,0,1168000.0,Yes,Intermediate,Yes,Yes,7.0,3.24,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU004593,18,Female,Mandalay,Rural,Government High School,Arts,262.0,High School,2,451000.0,Yes,Intermediate,No,No,5.2,5.7,No,No,University of Distance Education,Arts & Humanities,Enrolled
STU008773,18,Female,Kachin,Urban,Government High School,Science,268.0,Primary School,1,678000.0,Yes,Beginner,Yes,No,5.4,7.08,No,No,Technological University,Engineering,Enrolled
STU000465,18,Female,Shan,Rural,Government High School,Arts,251.0,No Formal Education,2,96000.0,No,Intermediate,Yes,No,3.1,62.0,No,No,Government University,Education,Enrolled
STU000164,17,Female,Bago,Rural,Monastic Education School,Arts,254.0,Primary School,1,253000.0,No,Intermediate,Yes,Yes,7.4,1.7,No,No,University of Distance Education,Business & Economics,Enrolled
STU009262,17,Male,Kachin,Rural,Government High School,Arts,310.0,Primary School,1,1365000.0,No,Intermediate,Yes,No,1.8,15.2,Yes,No,Private University,Business & Economics,Enrolled
STU009434,18,Female,Magway,Rural,Government High School,Arts,379.0,Middle School,2,596000.0,Yes,Intermediate,Yes,Yes,5.0,12.4,No,No,Private University,Business & Economics,Enrolled
STU008406,19,Female,Kachin,Urban,Government High School,Science,266.0,Middle School,3,868000.0,No,Beginner,Yes,No,0.0,0.5,Yes,No,University of Distance Education,Engineering,Enrolled
STU009778,18,Female,Kachin,Urban,Private High School,Science,419.0,High School,1,2352000.0,Yes,Beginner,Yes,No,5.0,3.9600000000000004,No,No,Did Not Enroll,Undeclared/Did Not Enroll,Not Enrolled
STU009479,17,Male,Ayeyarwady,Rural,Government High School,Science,309.0,High School,2,1902000.0,No,Beginner,No,Yes,2.5,15.9,No,No,Technological University,Engineering,Enrolled
STU007381,18,Female,Kayah,Urban,Government High School,Arts,394.0,University Graduate,0,469000.0,No,Advanced,Yes,No,7.1,21.36,No,No,University of Distance Education,Education,Enrolled
STU006637,17,Male,Yangon,Urban,Government High School,Science,260.0,University Graduate,3,426000.0,No,Beginner,Yes,No,5.3,20.12,Yes,No,Technological University,Engineering,Enrolled
STU000242,18,Male,Mon,Rural,Government High School,Science,363.0,University Graduate,3,510000.0,No,Beginner,Yes,Yes,5.7,38.2,Yes,No,Government University,Natural Science,Enrolled
STU002010,18,Male,Yangon,Urban,Government High School,Arts,271.0,Primary School,2,,Yes,Advanced,No,Yes,6.1,47.04,No,No,University of Distance Education,Education,Enrolled
STU006357,17,Female,Bago,Urban,International School,Science,321.0,High School,2,2190000.0,Yes,Advanced,Yes,No,3.8,5.640000000000001,No,No,Technological University,Engineering,Enrolled
STU003085,18,Female,Ayeyarwady,Urban,Government High School,Science,256.0,High School,2,1001000.0,No,Intermediate,No,Yes,4.1,0.52,No,No,Computer University,Computer Science,Enrolled
